Class,Package_Ecosystem,Package_Name,Package_Version,Analysis_import_Commands_Command,Analysis_import_Sockets_Hostnames,Analysis_import_Sockets_Address
malicious,npm,evilcalendar,2.0.0,dir,w1yalslzyt46oy3tl74q2gbe056wumib.oastify.com,
malicious,npm,evilcalendar,2.0.0,dir,,
malicious,npm,evilcalendar,2.0.0,dir /,,
malicious,npm,@time-loop/electron-panel-window,3.0.2,nslookup,ifconfig.me,34.117.118.44
malicious,npm,@time-loop/electron-panel-window,3.0.2,nslookup,ifconfig.me,2600:1901:0:bbc3::
malicious,npm,@time-loop/electron-panel-window,3.0.2,head,ifconfig.me,2600:1901:0:bbc3::
malicious,npm,@time-loop/electron-panel-window,3.0.2,head,,8.8.8.8
malicious,npm,@time-loop/electron-panel-window,3.0.2,hostname,,8.8.4.4
malicious,npm,@time-loop/electron-panel-window,3.0.2,curl,,8.8.4.4
malicious,npm,@time-loop/electron-panel-window,3.0.2,hostname,ifconfig.me,2600:1901:0:bbc3::
malicious,npm,@time-loop/electron-panel-window,3.0.2,head,,
malicious,npm,@time-loop/electron-panel-window,3.0.2,curl,,8.8.8.8
malicious,npm,@time-loop/electron-panel-window,3.0.2,hostname,,
malicious,npm,@time-loop/electron-panel-window,3.0.2,curl,ifconfig.me,2600:1901:0:bbc3::
malicious,npm,@time-loop/electron-panel-window,3.0.2,whoami,ifconfig.me,2600:1901:0:bbc3::
malicious,npm,@time-loop/electron-panel-window,3.0.2,nslookup,,8.8.4.4
malicious,npm,@time-loop/electron-panel-window,3.0.2,hostname,,8.8.8.8
malicious,npm,@time-loop/electron-panel-window,3.0.2,hostname,ifconfig.me,34.117.118.44
malicious,npm,@time-loop/electron-panel-window,3.0.2,nslookup,,
malicious,npm,@time-loop/electron-panel-window,3.0.2,whoami,,
malicious,npm,@time-loop/electron-panel-window,3.0.2,whoami,,8.8.4.4
malicious,npm,@time-loop/electron-panel-window,3.0.2,nslookup,,8.8.8.8
malicious,npm,@time-loop/electron-panel-window,3.0.2,head,ifconfig.me,34.117.118.44
malicious,npm,@time-loop/electron-panel-window,3.0.2,whoami,,8.8.8.8
malicious,npm,@time-loop/electron-panel-window,3.0.2,curl,ifconfig.me,34.117.118.44
malicious,npm,@time-loop/electron-panel-window,3.0.2,head,,8.8.4.4
malicious,npm,@time-loop/electron-panel-window,3.0.2,whoami,ifconfig.me,34.117.118.44
malicious,npm,@time-loop/electron-panel-window,3.0.2,curl,,
malicious,npm,@time-loop/electron-panel-window,3.0.2,hostname,ifconfig.me,
malicious,npm,@time-loop/electron-panel-window,3.0.2,whoami,ifconfig.me,
malicious,npm,@time-loop/electron-panel-window,3.0.2,head,ifconfig.me,
malicious,npm,@time-loop/electron-panel-window,3.0.2,nslookup,ifconfig.me,
malicious,npm,@time-loop/electron-panel-window,3.0.2,curl,ifconfig.me,
malicious,npm,privdel,1.999.0,curl,ifconfig.me,2600:1901:0:bbc3::
malicious,npm,privdel,1.999.0,hostname,redparsec.000webhostapp.com,
malicious,npm,privdel,1.999.0,head,,8.8.8.8
malicious,npm,privdel,1.999.0,curl,,8.8.8.8
malicious,npm,privdel,1.999.0,hostname,ifconfig.me,2600:1901:0:bbc3::
malicious,npm,privdel,1.999.0,curl,redparsec.000webhostapp.com,145.14.145.215
malicious,npm,privdel,1.999.0,head,ifconfig.me,2600:1901:0:bbc3::
malicious,npm,privdel,1.999.0,whoami,redparsec.000webhostapp.com,2a02:4780:dead:6b80::1
malicious,npm,privdel,1.999.0,curl,ifconfig.me,34.117.118.44
malicious,npm,privdel,1.999.0,curl,redparsec.000webhostapp.com,2a02:4780:dead:6b80::1
malicious,npm,privdel,1.999.0,hostname,,
malicious,npm,privdel,1.999.0,hostname,ifconfig.me,34.117.118.44
malicious,npm,privdel,1.999.0,whoami,ifconfig.me,2600:1901:0:bbc3::
malicious,npm,privdel,1.999.0,hostname,redparsec.000webhostapp.com,145.14.145.215
malicious,npm,privdel,1.999.0,whoami,ifconfig.me,34.117.118.44
malicious,npm,privdel,1.999.0,head,ifconfig.me,34.117.118.44
malicious,npm,privdel,1.999.0,hostname,redparsec.000webhostapp.com,2a02:4780:dead:6b80::1
malicious,npm,privdel,1.999.0,head,redparsec.000webhostapp.com,145.14.145.215
malicious,npm,privdel,1.999.0,whoami,redparsec.000webhostapp.com,145.14.145.215
malicious,npm,privdel,1.999.0,head,redparsec.000webhostapp.com,2a02:4780:dead:6b80::1
malicious,npm,privdel,1.999.0,head,ifconfig.me,
malicious,npm,privdel,1.999.0,curl,redparsec.000webhostapp.com,
malicious,npm,privdel,1.999.0,hostname,,8.8.8.8
malicious,npm,privdel,1.999.0,whoami,,8.8.8.8
malicious,npm,privdel,1.999.0,whoami,,
malicious,npm,privdel,1.999.0,whoami,ifconfig.me,
malicious,npm,privdel,1.999.0,curl,ifconfig.me,
malicious,npm,privdel,1.999.0,curl,,
malicious,npm,privdel,1.999.0,whoami,redparsec.000webhostapp.com,
malicious,npm,privdel,1.999.0,head,redparsec.000webhostapp.com,
malicious,npm,privdel,1.999.0,hostname,ifconfig.me,
malicious,npm,privdel,1.999.0,head,,
malicious,npm,uikit-dark-mode,1.999.0,head,,
malicious,npm,uikit-dark-mode,1.999.0,whoami,,
malicious,npm,uikit-dark-mode,1.999.0,nslookup,,211.205.15.43
malicious,npm,uikit-dark-mode,1.999.0,head,,8.8.8.8
malicious,npm,uikit-dark-mode,1.999.0,whoami,,211.205.15.43
malicious,npm,uikit-dark-mode,1.999.0,hostname,,
malicious,npm,uikit-dark-mode,1.999.0,hostname,,8.8.8.8
malicious,npm,uikit-dark-mode,1.999.0,head,,211.205.15.43
malicious,npm,uikit-dark-mode,1.999.0,whoami,,8.8.8.8
malicious,npm,uikit-dark-mode,1.999.0,hostname,,211.205.15.43
malicious,npm,uikit-dark-mode,1.999.0,nslookup,,8.8.8.8
malicious,npm,uikit-dark-mode,1.999.0,curl,,211.205.15.43
malicious,npm,uikit-dark-mode,1.999.0,nslookup,,
malicious,npm,uikit-dark-mode,1.999.0,curl,,
malicious,npm,uikit-dark-mode,1.999.0,curl,,8.8.8.8
malicious,npm,identity-auth,1.999.0,curl,ifconfig.me,2600:1901:0:bbc3::
malicious,npm,identity-auth,1.999.0,hostname,,
malicious,npm,identity-auth,1.999.0,head,ifconfig.me,2600:1901:0:bbc3::
malicious,npm,identity-auth,1.999.0,nslookup,ifconfig.me,34.117.118.44
malicious,npm,identity-auth,1.999.0,hostname,ifconfig.me,2600:1901:0:bbc3::
malicious,npm,identity-auth,1.999.0,whoami,ifconfig.me,2600:1901:0:bbc3::
malicious,npm,identity-auth,1.999.0,curl,,
malicious,npm,identity-auth,1.999.0,hostname,ifconfig.me,34.117.118.44
malicious,npm,identity-auth,1.999.0,nslookup,,8.8.8.8
malicious,npm,identity-auth,1.999.0,head,,8.8.8.8
malicious,npm,identity-auth,1.999.0,whoami,ifconfig.me,34.117.118.44
malicious,npm,identity-auth,1.999.0,hostname,,8.8.8.8
malicious,npm,identity-auth,1.999.0,nslookup,,
malicious,npm,identity-auth,1.999.0,whoami,,
malicious,npm,identity-auth,1.999.0,nslookup,ifconfig.me,2600:1901:0:bbc3::
malicious,npm,identity-auth,1.999.0,head,,
malicious,npm,identity-auth,1.999.0,head,ifconfig.me,34.117.118.44
malicious,npm,identity-auth,1.999.0,whoami,,8.8.8.8
malicious,npm,identity-auth,1.999.0,curl,ifconfig.me,34.117.118.44
malicious,npm,identity-auth,1.999.0,curl,,8.8.8.8
malicious,npm,identity-auth,1.999.0,whoami,ifconfig.me,
malicious,npm,identity-auth,1.999.0,nslookup,ifconfig.me,
malicious,npm,identity-auth,1.999.0,curl,ifconfig.me,
malicious,npm,identity-auth,1.999.0,hostname,ifconfig.me,
malicious,npm,identity-auth,10.999.0,curl,,8.8.8.8
malicious,npm,identity-auth,10.999.0,whoami,ifconfig.me,34.117.118.44
malicious,npm,identity-auth,5.999.0,curl,,
malicious,npm,identity-auth,10.999.0,nslookup,,8.8.8.8
malicious,npm,identity-auth,5.999.0,curl,ifconfig.me,2600:1901:0:bbc3::
malicious,npm,identity-auth,5.999.0,curl,,8.8.8.8
malicious,npm,identity-auth,5.999.0,head,ifconfig.me,34.117.118.44
malicious,npm,identity-auth,10.999.0,hostname,ifconfig.me,2600:1901:0:bbc3::
malicious,npm,identity-auth,5.999.0,head,,
malicious,npm,identity-auth,10.999.0,whoami,ifconfig.me,2600:1901:0:bbc3::
malicious,npm,identity-auth,5.999.0,nslookup,,
malicious,npm,identity-auth,10.999.0,whoami,,
malicious,npm,identity-auth,10.999.0,curl,,
malicious,npm,identity-auth,10.999.0,curl,ifconfig.me,2600:1901:0:bbc3::
malicious,npm,identity-auth,10.999.0,head,,8.8.8.8
malicious,npm,identity-auth,5.999.0,nslookup,ifconfig.me,34.117.118.44
malicious,npm,identity-auth,5.999.0,whoami,,8.8.8.8
malicious,npm,identity-auth,10.999.0,hostname,,8.8.8.8
malicious,npm,identity-auth,5.999.0,whoami,ifconfig.me,34.117.118.44
malicious,npm,identity-auth,5.999.0,hostname,ifconfig.me,34.117.118.44
malicious,npm,identity-auth,10.999.0,hostname,,
malicious,npm,identity-auth,5.999.0,head,ifconfig.me,2600:1901:0:bbc3::
malicious,npm,identity-auth,10.999.0,nslookup,,
malicious,npm,identity-auth,10.999.0,head,,
malicious,npm,identity-auth,10.999.0,head,ifconfig.me,34.117.118.44
malicious,npm,identity-auth,5.999.0,hostname,ifconfig.me,2600:1901:0:bbc3::
malicious,npm,identity-auth,5.999.0,head,,8.8.8.8
malicious,npm,identity-auth,10.999.0,whoami,,8.8.8.8
malicious,npm,identity-auth,10.999.0,hostname,ifconfig.me,34.117.118.44
malicious,npm,identity-auth,10.999.0,head,ifconfig.me,2600:1901:0:bbc3::
malicious,npm,identity-auth,5.999.0,nslookup,ifconfig.me,2600:1901:0:bbc3::
malicious,npm,identity-auth,5.999.0,nslookup,,8.8.8.8
malicious,npm,identity-auth,10.999.0,nslookup,ifconfig.me,34.117.118.44
malicious,npm,identity-auth,10.999.0,nslookup,ifconfig.me,2600:1901:0:bbc3::
malicious,npm,identity-auth,5.999.0,whoami,ifconfig.me,2600:1901:0:bbc3::
malicious,npm,identity-auth,5.999.0,whoami,,
malicious,npm,identity-auth,10.999.0,curl,ifconfig.me,34.117.118.44
malicious,npm,identity-auth,5.999.0,hostname,,8.8.8.8
malicious,npm,identity-auth,5.999.0,hostname,,
malicious,npm,identity-auth,5.999.0,curl,ifconfig.me,34.117.118.44
malicious,npm,identity-auth,10.999.0,hostname,ifconfig.me,
malicious,npm,identity-auth,5.999.0,nslookup,ifconfig.me,
malicious,npm,identity-auth,10.999.0,nslookup,ifconfig.me,
malicious,npm,identity-auth,10.999.0,head,ifconfig.me,
malicious,npm,identity-auth,10.999.0,whoami,ifconfig.me,
malicious,npm,identity-auth,10.999.0,curl,ifconfig.me,
malicious,npm,identity-auth,1.999.0,head,ifconfig.me,
malicious,npm,identity-auth,5.999.0,hostname,ifconfig.me,
malicious,npm,identity-auth,5.999.0,whoami,ifconfig.me,
malicious,npm,identity-auth,5.999.0,curl,ifconfig.me,
malicious,npm,identity-auth,5.999.0,head,ifconfig.me,
malicious,npm,lol-huy,11230000951.0.8,hostname,ifconfig.me,34.117.118.44
malicious,npm,lol-huy,11230000951.0.8,hostname,ifconfig.me,2600:1901:0:bbc3::
malicious,npm,lol-huy,11230000951.0.8,head,ifconfig.me,34.117.118.44
malicious,npm,lol-huy,11230000951.0.8,nslookup,,8.8.8.8
malicious,npm,lol-huy,11230000951.0.8,curl,ifconfig.me,34.117.118.44
malicious,npm,lol-huy,11230000951.0.8,hostname,,8.8.8.8
malicious,npm,lol-huy,11230000951.0.8,hostname,,
malicious,npm,lol-huy,11230000951.0.8,nslookup,ifconfig.me,2600:1901:0:bbc3::
malicious,npm,lol-huy,11230000951.0.8,whoami,ifconfig.me,2600:1901:0:bbc3::
malicious,npm,lol-huy,11230000951.0.8,nslookup,ifconfig.me,34.117.118.44
malicious,npm,lol-huy,11230000951.0.8,head,ifconfig.me,2600:1901:0:bbc3::
malicious,npm,lol-huy,11230000951.0.8,whoami,,
malicious,npm,lol-huy,11230000951.0.8,nslookup,,
malicious,npm,lol-huy,11230000951.0.8,curl,,
malicious,npm,lol-huy,11230000951.0.8,curl,ifconfig.me,2600:1901:0:bbc3::
malicious,npm,lol-huy,11230000951.0.8,whoami,,8.8.8.8
malicious,npm,lol-huy,11230000951.0.8,head,,
malicious,npm,lol-huy,11230000951.0.8,head,,8.8.8.8
malicious,npm,lol-huy,11230000951.0.8,whoami,ifconfig.me,
malicious,npm,lol-huy,11230000951.0.8,curl,,8.8.8.8
malicious,npm,lol-huy,11230000951.0.8,head,ifconfig.me,
malicious,npm,lol-huy,11230000951.0.8,whoami,ifconfig.me,34.117.118.44
malicious,npm,lol-huy,11230000951.0.8,nslookup,ifconfig.me,
malicious,npm,lol-huy,11230000951.0.8,hostname,ifconfig.me,
malicious,npm,lol-huy,11230000951.0.8,curl,ifconfig.me,
malicious,npm,lol-pizda,11230000951.0.9,tr,,8.8.8.8
malicious,npm,lol-pizda,11230000951.0.9,curl,ifconfig.me,34.117.118.44
malicious,npm,lol-pizda,11230000951.0.9,curl,ifconfig.me,2600:1901:0:bbc3::
malicious,npm,lol-pizda,11230000951.0.9,whoami,,8.8.8.8
malicious,npm,lol-pizda,11230000951.0.9,whoami,ifconfig.me,
malicious,npm,lol-pizda,11230000951.0.9,hostname,ifconfig.me,
malicious,npm,lol-pizda,11230000951.0.9,whoami,ifconfig.me,2600:1901:0:bbc3::
malicious,npm,lol-pizda,11230000951.0.9,curl,ec2-16-171-102-181.eu-north-1.compute.amazonaws.com,
malicious,npm,lol-pizda,11230000951.0.9,tr,ifconfig.me,34.117.118.44
malicious,npm,lol-pizda,11230000951.0.9,tr,ec2-16-171-102-181.eu-north-1.compute.amazonaws.com,16.171.102.181
malicious,npm,lol-pizda,11230000951.0.9,hostname,ec2-16-171-102-181.eu-north-1.compute.amazonaws.com,16.171.102.181
malicious,npm,lol-pizda,11230000951.0.9,curl,,8.8.8.8
malicious,npm,lol-pizda,11230000951.0.9,curl,,
malicious,npm,lol-pizda,11230000951.0.9,hostname,,8.8.8.8
malicious,npm,lol-pizda,11230000951.0.9,hostname,ifconfig.me,34.117.118.44
malicious,npm,lol-pizda,11230000951.0.9,whoami,ec2-16-171-102-181.eu-north-1.compute.amazonaws.com,16.171.102.181
malicious,npm,lol-pizda,11230000951.0.9,whoami,ifconfig.me,34.117.118.44
malicious,npm,lol-pizda,11230000951.0.9,curl,ec2-16-171-102-181.eu-north-1.compute.amazonaws.com,16.171.102.181
malicious,npm,lol-pizda,11230000951.0.9,hostname,ifconfig.me,2600:1901:0:bbc3::
malicious,npm,lol-pizda,11230000951.0.9,hostname,ec2-16-171-102-181.eu-north-1.compute.amazonaws.com,
malicious,npm,lol-pizda,11230000951.0.9,whoami,,
malicious,npm,lol-pizda,11230000951.0.9,tr,ifconfig.me,2600:1901:0:bbc3::
malicious,npm,lol-pizda,11230000951.0.9,whoami,ec2-16-171-102-181.eu-north-1.compute.amazonaws.com,
malicious,npm,lol-pizda,11230000951.0.9,tr,,
malicious,npm,lol-pizda,11230000951.0.9,tr,ifconfig.me,
malicious,npm,lol-pizda,11230000951.0.9,tr,ec2-16-171-102-181.eu-north-1.compute.amazonaws.com,
malicious,npm,lol-pizda,11230000951.0.9,hostname,,
malicious,npm,lol-pizda,11230000951.0.9,curl,ifconfig.me,
malicious,npm,analysis-tool-app,10.999.0,hostname,ec2-16-171-102-181.eu-north-1.compute.amazonaws.com,16.171.102.181
malicious,npm,analysis-tool-app,9.999.0,curl,ifconfig.me,34.117.118.44
malicious,npm,analysis-tool-app,9.999.0,tr,ec2-16-171-102-181.eu-north-1.compute.amazonaws.com,16.171.102.181
malicious,npm,analysis-tool-app,9.999.0,tr,,8.8.8.8
malicious,npm,analysis-tool-app,9.999.0,hostname,ifconfig.me,34.117.118.44
malicious,npm,analysis-tool-app,9.999.0,curl,,8.8.8.8
malicious,npm,analysis-tool-app,9.999.0,whoami,ec2-16-171-102-181.eu-north-1.compute.amazonaws.com,16.171.102.181
malicious,npm,analysis-tool-app,9.999.0,curl,ifconfig.me,2600:1901:0:bbc3::
malicious,npm,analysis-tool-app,10.999.0,tr,,
malicious,npm,analysis-tool-app,10.999.0,hostname,,8.8.8.8
malicious,npm,analysis-tool-app,9.999.0,hostname,ifconfig.me,2600:1901:0:bbc3::
malicious,npm,analysis-tool-app,9.999.0,whoami,ifconfig.me,2600:1901:0:bbc3::
malicious,npm,analysis-tool-app,10.999.0,tr,ec2-16-171-102-181.eu-north-1.compute.amazonaws.com,16.171.102.181
malicious,npm,analysis-tool-app,10.999.0,hostname,ifconfig.me,34.117.118.44
malicious,npm,analysis-tool-app,10.999.0,hostname,ec2-16-171-102-181.eu-north-1.compute.amazonaws.com,
malicious,npm,analysis-tool-app,10.999.0,curl,,8.8.8.8
malicious,npm,analysis-tool-app,10.999.0,whoami,ec2-16-171-102-181.eu-north-1.compute.amazonaws.com,16.171.102.181
malicious,npm,analysis-tool-app,9.999.0,hostname,,8.8.8.8
malicious,npm,analysis-tool-app,9.999.0,whoami,,8.8.8.8
malicious,npm,analysis-tool-app,10.999.0,whoami,ifconfig.me,2600:1901:0:bbc3::
malicious,npm,analysis-tool-app,10.999.0,curl,ifconfig.me,
malicious,npm,analysis-tool-app,9.999.0,tr,ifconfig.me,2600:1901:0:bbc3::
malicious,npm,analysis-tool-app,10.999.0,whoami,ifconfig.me,34.117.118.44
malicious,npm,analysis-tool-app,9.999.0,hostname,,
malicious,npm,analysis-tool-app,10.999.0,hostname,ifconfig.me,2600:1901:0:bbc3::
malicious,npm,analysis-tool-app,10.999.0,tr,ifconfig.me,2600:1901:0:bbc3::
malicious,npm,analysis-tool-app,10.999.0,tr,ifconfig.me,34.117.118.44
malicious,npm,analysis-tool-app,10.999.0,curl,ec2-16-171-102-181.eu-north-1.compute.amazonaws.com,16.171.102.181
malicious,npm,analysis-tool-app,10.999.0,tr,,8.8.8.8
malicious,npm,analysis-tool-app,9.999.0,tr,ifconfig.me,34.117.118.44
malicious,npm,analysis-tool-app,9.999.0,curl,ec2-16-171-102-181.eu-north-1.compute.amazonaws.com,16.171.102.181
malicious,npm,analysis-tool-app,10.999.0,curl,ec2-16-171-102-181.eu-north-1.compute.amazonaws.com,
malicious,npm,analysis-tool-app,9.999.0,hostname,ec2-16-171-102-181.eu-north-1.compute.amazonaws.com,16.171.102.181
malicious,npm,analysis-tool-app,10.999.0,curl,ifconfig.me,34.117.118.44
malicious,npm,analysis-tool-app,9.999.0,curl,ec2-16-171-102-181.eu-north-1.compute.amazonaws.com,
malicious,npm,analysis-tool-app,9.999.0,whoami,ifconfig.me,34.117.118.44
malicious,npm,analysis-tool-app,10.999.0,whoami,,8.8.8.8
malicious,npm,analysis-tool-app,9.999.0,hostname,ec2-16-171-102-181.eu-north-1.compute.amazonaws.com,
malicious,npm,analysis-tool-app,10.999.0,hostname,,
malicious,npm,analysis-tool-app,10.999.0,curl,ifconfig.me,2600:1901:0:bbc3::
malicious,npm,analysis-tool-app,10.999.0,curl,,
malicious,npm,analysis-tool-app,10.999.0,whoami,,
malicious,npm,analysis-tool-app,9.999.0,hostname,ifconfig.me,
malicious,npm,analysis-tool-app,10.999.0,tr,ec2-16-171-102-181.eu-north-1.compute.amazonaws.com,
malicious,npm,analysis-tool-app,9.999.0,whoami,ifconfig.me,
malicious,npm,analysis-tool-app,9.999.0,tr,ifconfig.me,
malicious,npm,analysis-tool-app,9.999.0,whoami,,
malicious,npm,analysis-tool-app,10.999.0,whoami,ec2-16-171-102-181.eu-north-1.compute.amazonaws.com,
malicious,npm,analysis-tool-app,10.999.0,tr,ifconfig.me,
malicious,npm,analysis-tool-app,9.999.0,tr,,
malicious,npm,analysis-tool-app,9.999.0,whoami,ec2-16-171-102-181.eu-north-1.compute.amazonaws.com,
malicious,npm,analysis-tool-app,9.999.0,curl,ifconfig.me,
malicious,npm,analysis-tool-app,9.999.0,curl,,
malicious,npm,analysis-tool-app,9.999.0,tr,ec2-16-171-102-181.eu-north-1.compute.amazonaws.com,
malicious,npm,analysis-tool-app,10.999.0,hostname,ifconfig.me,
malicious,npm,analysis-tool-app,10.999.0,whoami,ifconfig.me,
malicious,npm,analysis-shared-utils,6.999.0,curl,ifconfig.me,34.117.118.44
malicious,npm,analysis-shared-utils,6.999.0,whoami,ifconfig.me,2600:1901:0:bbc3::
malicious,npm,analysis-shared-utils,6.999.0,whoami,ifconfig.me,34.117.118.44
malicious,npm,analysis-shared-utils,6.999.0,hostname,ifconfig.me,34.117.118.44
malicious,npm,analysis-shared-utils,6.999.0,whoami,,8.8.8.8
malicious,npm,analysis-shared-utils,6.999.0,tr,ec2-16-171-102-181.eu-north-1.compute.amazonaws.com,16.171.102.181
malicious,npm,analysis-shared-utils,6.999.0,curl,ifconfig.me,2600:1901:0:bbc3::
malicious,npm,analysis-shared-utils,6.999.0,tr,,8.8.8.8
malicious,npm,analysis-shared-utils,6.999.0,tr,ifconfig.me,
malicious,npm,analysis-shared-utils,6.999.0,tr,ifconfig.me,34.117.118.44
malicious,npm,analysis-shared-utils,6.999.0,curl,ec2-16-171-102-181.eu-north-1.compute.amazonaws.com,16.171.102.181
malicious,npm,analysis-shared-utils,6.999.0,tr,ifconfig.me,2600:1901:0:bbc3::
malicious,npm,analysis-shared-utils,6.999.0,hostname,,8.8.8.8
malicious,npm,analysis-shared-utils,6.999.0,curl,,8.8.8.8
malicious,npm,analysis-shared-utils,6.999.0,hostname,ifconfig.me,2600:1901:0:bbc3::
malicious,npm,analysis-shared-utils,6.999.0,hostname,ec2-16-171-102-181.eu-north-1.compute.amazonaws.com,16.171.102.181
malicious,npm,analysis-shared-utils,6.999.0,whoami,ifconfig.me,
malicious,npm,analysis-shared-utils,6.999.0,whoami,,
malicious,npm,analysis-shared-utils,6.999.0,whoami,ec2-16-171-102-181.eu-north-1.compute.amazonaws.com,16.171.102.181
malicious,npm,analysis-shared-utils,6.999.0,curl,ec2-16-171-102-181.eu-north-1.compute.amazonaws.com,
malicious,npm,analysis-shared-utils,6.999.0,curl,ifconfig.me,
malicious,npm,analysis-shared-utils,6.999.0,curl,,
malicious,npm,analysis-shared-utils,6.999.0,tr,ec2-16-171-102-181.eu-north-1.compute.amazonaws.com,
malicious,npm,analysis-shared-utils,6.999.0,whoami,ec2-16-171-102-181.eu-north-1.compute.amazonaws.com,
malicious,npm,analysis-shared-utils,6.999.0,tr,,
malicious,npm,analysis-shared-utils,6.999.0,hostname,,
malicious,npm,analysis-shared-utils,6.999.0,hostname,ec2-16-171-102-181.eu-north-1.compute.amazonaws.com,
malicious,npm,analysis-shared-utils,6.999.0,hostname,ifconfig.me,
malicious,npm,analysis-shared-utils,10.999.0,curl,,8.8.8.8
malicious,npm,analysis-shared-utils,10.999.0,curl,ifconfig.me,2600:1901:0:bbc3::
malicious,npm,analysis-shared-utils,10.999.0,hostname,ifconfig.me,34.117.118.44
malicious,npm,analysis-shared-utils,10.999.0,curl,ec2-16-171-102-181.eu-north-1.compute.amazonaws.com,
malicious,npm,analysis-shared-utils,10.999.0,whoami,,
malicious,npm,analysis-shared-utils,10.999.0,hostname,,8.8.8.8
malicious,npm,analysis-shared-utils,10.999.0,whoami,ec2-16-171-102-181.eu-north-1.compute.amazonaws.com,16.171.102.181
malicious,npm,analysis-shared-utils,10.999.0,tr,ec2-16-171-102-181.eu-north-1.compute.amazonaws.com,16.171.102.181
malicious,npm,analysis-shared-utils,10.999.0,tr,,8.8.8.8
malicious,npm,analysis-shared-utils,10.999.0,curl,ifconfig.me,34.117.118.44
malicious,npm,analysis-shared-utils,10.999.0,hostname,ifconfig.me,2600:1901:0:bbc3::
malicious,npm,analysis-shared-utils,10.999.0,whoami,,8.8.8.8
malicious,npm,analysis-shared-utils,10.999.0,hostname,ec2-16-171-102-181.eu-north-1.compute.amazonaws.com,16.171.102.181
malicious,npm,analysis-shared-utils,10.999.0,tr,ifconfig.me,34.117.118.44
malicious,npm,analysis-shared-utils,10.999.0,tr,,
malicious,npm,analysis-shared-utils,10.999.0,whoami,ifconfig.me,34.117.118.44
malicious,npm,analysis-shared-utils,10.999.0,curl,ec2-16-171-102-181.eu-north-1.compute.amazonaws.com,16.171.102.181
malicious,npm,analysis-shared-utils,10.999.0,whoami,ifconfig.me,2600:1901:0:bbc3::
malicious,npm,analysis-shared-utils,10.999.0,tr,ifconfig.me,2600:1901:0:bbc3::
malicious,npm,analysis-shared-utils,10.999.0,tr,ifconfig.me,
malicious,npm,analysis-shared-utils,10.999.0,hostname,,
malicious,npm,analysis-shared-utils,10.999.0,tr,ec2-16-171-102-181.eu-north-1.compute.amazonaws.com,
malicious,npm,analysis-shared-utils,10.999.0,whoami,ifconfig.me,
malicious,npm,analysis-shared-utils,10.999.0,hostname,ec2-16-171-102-181.eu-north-1.compute.amazonaws.com,
malicious,npm,analysis-shared-utils,10.999.0,curl,ifconfig.me,
malicious,npm,analysis-shared-utils,10.999.0,curl,,
malicious,npm,analysis-shared-utils,10.999.0,whoami,ec2-16-171-102-181.eu-north-1.compute.amazonaws.com,
malicious,npm,analysis-shared-utils,10.999.0,hostname,ifconfig.me,
malicious,npm,@dh-io-globalelem/footnote-reference-component,5.990.10,curl,,8.8.8.8
malicious,npm,@dh-io-globalelem/footnote-reference-component,5.990.10,head,,8.8.8.8
malicious,npm,@dh-io-globalelem/footnote-reference-component,5.990.10,whoami,owojh9yqocv84mpj9menpy9p9gf735ru.oastify.com,54.77.139.23
malicious,npm,@dh-io-globalelem/footnote-reference-component,5.990.10,whoami,,
malicious,npm,@dh-io-globalelem/footnote-reference-component,5.990.10,head,,
malicious,npm,@dh-io-globalelem/footnote-reference-component,5.990.10,curl,owojh9yqocv84mpj9menpy9p9gf735ru.oastify.com,3.248.33.252
malicious,npm,@dh-io-globalelem/footnote-reference-component,5.990.10,nslookup,owojh9yqocv84mpj9menpy9p9gf735ru.oastify.com,54.77.139.23
malicious,npm,@dh-io-globalelem/footnote-reference-component,5.990.10,nslookup,owojh9yqocv84mpj9menpy9p9gf735ru.oastify.com,3.248.33.252
malicious,npm,@dh-io-globalelem/footnote-reference-component,5.990.10,head,owojh9yqocv84mpj9menpy9p9gf735ru.oastify.com,
malicious,npm,@dh-io-globalelem/footnote-reference-component,5.990.10,hostname,owojh9yqocv84mpj9menpy9p9gf735ru.oastify.com,3.248.33.252
malicious,npm,@dh-io-globalelem/footnote-reference-component,5.990.10,head,owojh9yqocv84mpj9menpy9p9gf735ru.oastify.com,54.77.139.23
malicious,npm,@dh-io-globalelem/footnote-reference-component,5.990.10,head,owojh9yqocv84mpj9menpy9p9gf735ru.oastify.com,3.248.33.252
malicious,npm,@dh-io-globalelem/footnote-reference-component,5.990.10,hostname,,8.8.8.8
malicious,npm,@dh-io-globalelem/footnote-reference-component,5.990.10,whoami,owojh9yqocv84mpj9menpy9p9gf735ru.oastify.com,3.248.33.252
malicious,npm,@dh-io-globalelem/footnote-reference-component,5.990.10,curl,owojh9yqocv84mpj9menpy9p9gf735ru.oastify.com,
malicious,npm,@dh-io-globalelem/footnote-reference-component,5.990.10,hostname,owojh9yqocv84mpj9menpy9p9gf735ru.oastify.com,54.77.139.23
malicious,npm,@dh-io-globalelem/footnote-reference-component,5.990.10,whoami,,8.8.8.8
malicious,npm,@dh-io-globalelem/footnote-reference-component,5.990.10,curl,owojh9yqocv84mpj9menpy9p9gf735ru.oastify.com,54.77.139.23
malicious,npm,@dh-io-globalelem/footnote-reference-component,5.990.10,curl,,
malicious,npm,@dh-io-globalelem/footnote-reference-component,5.990.10,nslookup,,8.8.8.8
